repayment_id,loan_id,repayment_date,amount_due,amount_paid,payment_status,days_past_due
09f2d736-127a-4be7-bf96-73752755f2b8,7708ecd1-ddf6-4469-8d8f-cad0a946f122,2025-02-28,5720.22,5720.22,Paid,0
bd81b691-3386-4c6e-a1a8-688cd9421d67,7708ecd1-ddf6-4469-8d8f-cad0a946f122,2025-03-30,5720.22,5720.22,Paid,0
622330aa-7ba1-4727-8829-c3476c8d49e1,7708ecd1-ddf6-4469-8d8f-cad0a946f122,2025-04-29,5720.22,5720.22,Paid,0
c80fe117-e7f3-41a4-a4e3-64646c700a27,7708ecd1-ddf6-4469-8d8f-cad0a946f122,2025-05-29,5720.22,5720.22,Paid,0
b13787bb-522e-4c7a-acee-3076a383fdd9,7708ecd1-ddf6-4469-8d8f-cad0a946f122,2025-06-28,5720.22,5720.22,Paid,0
c648a0cc-14da-4510-8b60-4ac7804f713b,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2024-10-26,2286.32,0.0,Defaulted,86
908078fa-6be7-4bd8-8207-a54cb7fde77a,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2024-11-25,2286.32,2286.32,Paid,0
4fc61d42-f59f-4da4-9aaf-691612a0ff36,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2024-12-25,2286.32,0.0,Defaulted,74
093d97f8-0a4d-4a90-8d2a-f6a4fcfa0d12,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-01-24,2286.32,2286.32,Paid,0
41730778-349b-4b0d-8e86-028ecb02930d,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-02-23,2286.32,2286.32,Paid,0
b9b3d8ac-482e-4118-8f3b-f1f098907a06,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-03-25,2286.32,2286.32,Paid,0
d7012a71-045f-4a28-acdc-70994fcf06cf,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-04-24,2286.32,2286.32,Paid,0
a2faf9c0-e354-48ac-be88-9b2ada3b6593,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-05-24,2286.32,2286.32,Paid,0
aec7e86e-9227-4f42-ad41-c77834ede25e,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-06-23,2286.32,2286.32,Paid,0
3fcd1b7b-37a9-44fe-8450-49f5d3ea69f2,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-07-23,2286.32,2286.32,Paid,0
de1aee0e-a2df-4334-997b-327b4d2890dc,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-08-22,2286.32,2286.32,Paid,0
e5413cdf-af19-4591-9d50-14d1987da39b,2c7093bf-ce2b-47b1-aba7-90aa51e49715,2025-09-21,2286.32,2286.32,Paid,0
98719b2d-2b6a-4338-b028-5a8e95a0e0f1,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-07-03,2838.91,2838.91,Late,16
1fa8f7b2-126f-473f-8139-7efbde90d88f,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-08-02,2838.91,2838.91,Late,12
0c9c0b5a-d7c8-4c44-aea1-ea00353b1778,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-09-01,2838.91,2838.91,Paid,0
5acc49bd-25ab-4560-a0fe-a265f95a3d6c,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-10-01,2838.91,2838.91,Paid,0
ef5ec7b9-402d-4b8c-9387-5a1b258bd8e6,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-10-31,2838.91,2838.91,Paid,0
af9afe2a-acb3-40fa-a813-5186bb411b2c,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-11-30,2838.91,2838.91,Paid,0
670434dd-3007-4a2d-8c29-37337b563363,964326f3-d86f-4165-837f-ef66aa01c2d0,2024-12-30,2838.91,2838.91,Paid,0
e00059b8-430b-49dd-aa8b-47c2578d9216,964326f3-d86f-4165-837f-ef66aa01c2d0,2025-01-29,2838.91,2838.91,Paid,0
79e9c8c5-d542-4060-ab9b-40df9cd32fe5,964326f3-d86f-4165-837f-ef66aa01c2d0,2025-02-28,2838.91,2838.91,Paid,0
fad3b0cb-70a0-4d27-9b17-1238cc1d6ac9,964326f3-d86f-4165-837f-ef66aa01c2d0,2025-03-30,2838.91,2838.91,Paid,0
2bacaaf6-6dab-4fa8-941a-5ac8d0b33f02,964326f3-d86f-4165-837f-ef66aa01c2d0,2025-04-29,2838.91,2838.91,Paid,0
79747de9-a518-42b3-9cee-2e92825f73f3,964326f3-d86f-4165-837f-ef66aa01c2d0,2025-05-29,2838.91,2838.91,Paid,0
b75b872a-0c06-476d-a660-fb937f290e44,8862da84-685e-41a1-8b2f-e07a552950be,2024-07-02,1391.83,1391.83,Paid,0
05a190e7-e851-4450-a93e-46bdfce29b5d,8862da84-685e-41a1-8b2f-e07a552950be,2024-08-01,1391.83,1391.83,Late,18
5afcbcb7-6ccb-40ba-b7ae-b0bcca3c3406,8862da84-685e-41a1-8b2f-e07a552950be,2024-08-31,1391.83,1391.83,Paid,0
c8d2bd19-1be8-4868-bbb5-dc8a7299e9a1,8862da84-685e-41a1-8b2f-e07a552950be,2024-09-30,1391.83,1391.83,Paid,0
9e9465b2-8b73-4c74-80fa-7a658090d1c5,8862da84-685e-41a1-8b2f-e07a552950be,2024-10-30,1391.83,0.0,Defaulted,62
eea75e36-1487-44da-a48a-266b43b8ffc2,8862da84-685e-41a1-8b2f-e07a552950be,2024-11-29,1391.83,1391.83,Paid,0
470cca88-e37a-4ae9-b68a-230c798f06fa,8862da84-685e-41a1-8b2f-e07a552950be,2024-12-29,1391.83,1391.83,Paid,0
2c00dcef-b765-4b4b-8895-36a08e543c86,8862da84-685e-41a1-8b2f-e07a552950be,2025-01-28,1391.83,1391.83,Paid,0
5bf97c53-1580-4fe2-8d0a-7cae7508dd0b,8862da84-685e-41a1-8b2f-e07a552950be,2025-02-27,1391.83,1391.83,Paid,0
2875568c-5a0a-41b4-aec9-0d79cfe7bb1f,8862da84-685e-41a1-8b2f-e07a552950be,2025-03-29,1391.83,1391.83,Paid,0
b0e7b278-8cbf-49dd-94d7-e6d5acbf8589,8862da84-685e-41a1-8b2f-e07a552950be,2025-04-28,1391.83,1391.83,Paid,0
c1a0e7cc-c367-4125-8a18-0973051192cb,8862da84-685e-41a1-8b2f-e07a552950be,2025-05-28,1391.83,1391.83,Paid,0
fb3aea38-ae32-48b1-bc3d-f55539786690,785e0968-0f14-4364-bee9-c409ae69a13f,2025-02-10,6948.44,3474.22,Late,26
8267c848-fdef-4396-8f4e-8291d013da74,785e0968-0f14-4364-bee9-c409ae69a13f,2025-03-12,6948.44,6948.44,Paid,0
bf5a7692-abff-4da4-a218-06263a79054c,785e0968-0f14-4364-bee9-c409ae69a13f,2025-04-11,6948.44,6948.44,Paid,0
d4f4bbff-8303-4573-93d1-b2831b7f4f70,785e0968-0f14-4364-bee9-c409ae69a13f,2025-05-11,6948.44,6948.44,Paid,0
0d19fd57-b6e3-4962-87ee-837bd1a0cddc,785e0968-0f14-4364-bee9-c409ae69a13f,2025-06-10,6948.44,6948.44,Paid,0
e9574eed-4c4a-4815-8c78-e2895cad3a87,785e0968-0f14-4364-bee9-c409ae69a13f,2025-07-10,6948.44,6948.44,Paid,0
a2299171-d0d5-4e24-8fe6-a02807d4d5bd,785e0968-0f14-4364-bee9-c409ae69a13f,2025-08-09,6948.44,6948.44,Paid,0
b62f3545-f908-4fa2-8578-c00fa80f61b4,785e0968-0f14-4364-bee9-c409ae69a13f,2025-09-08,6948.44,6948.44,Paid,0
08711809-6498-4637-bf03-fd765a89b303,785e0968-0f14-4364-bee9-c409ae69a13f,2025-10-08,6948.44,6948.44,Paid,0
f45a4b3e-a766-4545-9ad2-4b5e928d3dde,785e0968-0f14-4364-bee9-c409ae69a13f,2025-11-07,6948.44,6948.44,Paid,0
2106db6a-0714-4a21-aab5-e0ccc6326d57,785e0968-0f14-4364-bee9-c409ae69a13f,2025-12-07,6948.44,0.0,Defaulted,84
afa0d464-7b08-438c-aff3-0ef1948e169a,785e0968-0f14-4364-bee9-c409ae69a13f,2026-01-06,6948.44,6948.44,Paid,0
116a2c4d-2740-4c59-a91c-0b1fb6d71e08,416867a6-206b-4b77-bb4d-5437722bc237,2025-01-22,5295.8,5295.8,Paid,0
c50f618c-2282-4ba2-b71d-908deb0318cc,416867a6-206b-4b77-bb4d-5437722bc237,2025-02-21,5295.8,5295.8,Paid,0
17c0ffcb-2ce5-409c-b4a9-b9b0f68f1b1a,416867a6-206b-4b77-bb4d-5437722bc237,2025-03-23,5295.8,5295.8,Paid,0
04e91e4f-ae12-4428-934f-a42f093fa803,416867a6-206b-4b77-bb4d-5437722bc237,2025-04-22,5295.8,5295.8,Paid,0
0d57c950-f724-40eb-9eef-6cdc8cd13e66,416867a6-206b-4b77-bb4d-5437722bc237,2025-05-22,5295.8,5295.8,Paid,0
934f0906-865f-4241-9719-39d57be56842,416867a6-206b-4b77-bb4d-5437722bc237,2025-06-21,5295.8,5295.8,Paid,0
7d711d04-5ce7-4f91-8215-95a0105bfd3b,416867a6-206b-4b77-bb4d-5437722bc237,2025-07-21,5295.8,2647.9,Late,17
b23af556-5469-4364-bb14-6b49ba878b92,416867a6-206b-4b77-bb4d-5437722bc237,2025-08-20,5295.8,5295.8,Paid,0
b99bda67-e32c-43d8-a891-2f330d5ca4f9,416867a6-206b-4b77-bb4d-5437722bc237,2025-09-19,5295.8,5295.8,Paid,0
99a23e09-8844-4710-a1ba-3cefee86a191,416867a6-206b-4b77-bb4d-5437722bc237,2025-10-19,5295.8,5295.8,Paid,0
b907f9ce-e91d-409c-aa4e-2eaa0f1e2675,416867a6-206b-4b77-bb4d-5437722bc237,2025-11-18,5295.8,5295.8,Paid,0
c50ba1ae-f8c2-42a8-95f5-dfd4d26552a4,416867a6-206b-4b77-bb4d-5437722bc237,2025-12-18,5295.8,5295.8,Paid,0
94be2e03-b0fb-4874-8b4f-9cecd320537c,f041296f-cf1a-4bc1-976d-781fb4b5d497,2024-07-19,286.18,286.18,Paid,0
2536c1f3-dcf1-404d-92e5-18e6a5a9fc61,f041296f-cf1a-4bc1-976d-781fb4b5d497,2024-08-18,286.18,286.18,Paid,0
52b4f0ad-3d18-492e-a8e0-4dd940ecb42a,f041296f-cf1a-4bc1-976d-781fb4b5d497,2024-09-17,286.18,286.18,Paid,0
7af14881-c654-4493-ac20-e68eaf85447c,f041296f-cf1a-4bc1-976d-781fb4b5d497,2024-10-17,286.18,286.18,Paid,0
285ea06c-97ac-4a1f-b127-7b9abeed743b,f041296f-cf1a-4bc1-976d-781fb4b5d497,2024-11-16,286.18,286.18,Paid,0
bb0533eb-d55d-4ff2-8c03-0aeaa020be3e,f041296f-cf1a-4bc1-976d-781fb4b5d497,2024-12-16,286.18,286.18,Paid,0
522d9a9a-3dfe-416f-96ed-09ced33c1479,f041296f-cf1a-4bc1-976d-781fb4b5d497,2025-01-15,286.18,286.18,Paid,0
77fd7755-dad6-45b8-a1b0-95b155aa7e17,f041296f-cf1a-4bc1-976d-781fb4b5d497,2025-02-14,286.18,286.18,Paid,0
0d70b71a-27ef-4c15-b8f3-1c2b363cdbb2,f041296f-cf1a-4bc1-976d-781fb4b5d497,2025-03-16,286.18,286.18,Paid,0
05667f32-1bf8-476e-8288-6c50320d5273,f041296f-cf1a-4bc1-976d-781fb4b5d497,2025-04-15,286.18,286.18,Paid,0
d0b5a40a-b6d2-4223-8e8f-ac3cf923502d,f041296f-cf1a-4bc1-976d-781fb4b5d497,2025-05-15,286.18,286.18,Paid,0
7adff8f4-7834-4e96-b676-f312875c095f,f041296f-cf1a-4bc1-976d-781fb4b5d497,2025-06-14,286.18,286.18,Paid,0
b58eff45-8e50-427b-aab3-7b67d667616b,91d66015-83a5-41c4-88da-ce8aca0db763,2024-05-08,1394.57,697.28,Late,29
c193fc1f-9826-4d3e-925e-1c93d3b0c263,91d66015-83a5-41c4-88da-ce8aca0db763,2024-06-07,1394.57,1394.57,Paid,0
168c32af-9b9a-426d-9dab-bdee58948c73,91d66015-83a5-41c4-88da-ce8aca0db763,2024-07-07,1394.57,1394.57,Paid,0
deed8a38-3811-4aa0-9653-90038e3b5737,91d66015-83a5-41c4-88da-ce8aca0db763,2024-08-06,1394.57,1394.57,Late,17
a0f6de63-bd44-4628-bf43-d04c11668592,91d66015-83a5-41c4-88da-ce8aca0db763,2024-09-05,1394.57,1394.57,Paid,0
aa73d17e-a219-48ee-a18f-ab22467d9225,91d66015-83a5-41c4-88da-ce8aca0db763,2024-10-05,1394.57,1394.57,Paid,0
a87dca12-05f5-49d9-8ec2-2ac97c08524b,91d66015-83a5-41c4-88da-ce8aca0db763,2024-11-04,1394.57,1394.57,Paid,0
9ea0ed21-62d7-441a-b8e3-cd10619ac77b,91d66015-83a5-41c4-88da-ce8aca0db763,2024-12-04,1394.57,1394.57,Paid,0
0a911913-1f1c-4a1f-972b-e36eee48eb11,91d66015-83a5-41c4-88da-ce8aca0db763,2025-01-03,1394.57,1394.57,Paid,0
4fdce760-71a0-4580-bf0e-8eee26fb1017,91d66015-83a5-41c4-88da-ce8aca0db763,2025-02-02,1394.57,1394.57,Paid,0
64a87f06-c0e0-4153-922c-9deb903ca836,91d66015-83a5-41c4-88da-ce8aca0db763,2025-03-04,1394.57,1394.57,Paid,0
8d289820-249b-46f0-97a4-094ff178ad76,91d66015-83a5-41c4-88da-ce8aca0db763,2025-04-03,1394.57,1394.57,Paid,0
a5a06e8b-0e21-4689-8a74-edc3df137965,de4f418f-c7b2-4248-8da7-c0722629c331,2024-03-20,6640.51,6640.51,Paid,0
4c809522-9810-44b8-8ea3-8ef98c694d3f,de4f418f-c7b2-4248-8da7-c0722629c331,2024-04-19,6640.51,6640.51,Paid,0
6a569866-7217-47a4-a66c-42d73e44ad08,de4f418f-c7b2-4248-8da7-c0722629c331,2024-05-19,6640.51,6640.51,Paid,0
137e18ff-5faa-4256-ac49-a7253978bea2,de4f418f-c7b2-4248-8da7-c0722629c331,2024-06-18,6640.51,6640.51,Paid,0
266bec32-5cd9-4cea-8456-79d6f5907200,de4f418f-c7b2-4248-8da7-c0722629c331,2024-07-18,6640.51,6640.51,Late,28
aa611876-baa8-4196-875b-4ab2d9dbfc61,de4f418f-c7b2-4248-8da7-c0722629c331,2024-08-17,6640.51,0.0,Defaulted,81
9a3a29cf-95c8-4464-a9e6-4a77dccc93c8,de4f418f-c7b2-4248-8da7-c0722629c331,2024-09-16,6640.51,6640.51,Paid,0
fa3ac93e-ccb8-46ef-ae8f-8ad80475047f,de4f418f-c7b2-4248-8da7-c0722629c331,2024-10-16,6640.51,6640.51,Paid,0
8f021582-30fe-4d4f-b7a6-3e2c85f40980,de4f418f-c7b2-4248-8da7-c0722629c331,2024-11-15,6640.51,6640.51,Paid,0
f1080258-ec66-4a04-a772-3a72f5632aca,de4f418f-c7b2-4248-8da7-c0722629c331,2024-12-15,6640.51,6640.51,Paid,0
f9cfec15-11ec-4dd6-a56b-4d4b01212cb6,de4f418f-c7b2-4248-8da7-c0722629c331,2025-01-14,6640.51,3320.26,Late,16
89d19fc4-8250-48ee-9b44-a70fdf1dbf9e,de4f418f-c7b2-4248-8da7-c0722629c331,2025-02-13,6640.51,6640.51,Paid,0
ad29fe8e-2866-45ee-a96b-4d6bf74a7429,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-04-29,7927.96,7927.96,Late,19
92b93cf8-6ada-443b-8d04-21a4ee21c92b,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-05-29,7927.96,7927.96,Paid,0
8a5ae791-c2da-4b88-9c99-1a617d6c92b9,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-06-28,7927.96,7927.96,Paid,0
eb4758d5-0254-42bc-8903-0c205e94bb43,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-07-28,7927.96,3963.98,Late,16
b2363d77-f918-42c8-bab4-7a18d8850992,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-08-27,7927.96,7927.96,Paid,0
e896b641-a9bb-4574-a56a-2140270f939a,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-09-26,7927.96,7927.96,Paid,0
db4f905e-62d8-4c75-a2c7-22c55f0c1f97,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-10-26,7927.96,7927.96,Paid,0
6c51b9cf-0a17-4ee9-a20d-a7f19194417e,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-11-25,7927.96,3963.98,Late,9
87ea4a21-378f-4b95-a245-137e778c888e,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2024-12-25,7927.96,3963.98,Late,18
a8da6704-5028-43be-994f-e0cc1514650e,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2025-01-24,7927.96,7927.96,Paid,0
d7ae1ba9-6c91-4b7e-afcb-5cb2d4cd54ed,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2025-02-23,7927.96,7927.96,Paid,0
07414d69-c0a2-49fe-bca2-b20337a6b369,f4b4fdaa-67a0-40e9-8065-84951bb4b2c5,2025-03-25,7927.96,7927.96,Paid,0
393ed1fd-2552-4b04-8af0-c3b3e1b20a3a,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-04-28,3123.68,3123.68,Paid,0
6454964f-c3b9-4e85-ac48-f940a237babe,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-05-28,3123.68,3123.68,Paid,0
e7544063-bc9f-430c-b8db-9a23eddc120d,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-06-27,3123.68,3123.68,Late,24
8edda837-b32a-4128-adbe-e2021b1d916e,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-07-27,3123.68,3123.68,Paid,0
c6afa0eb-5a31-4c43-823b-39086292a5dd,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-08-26,3123.68,1561.84,Late,22
2ff85c9d-3313-48af-8e82-809fafd62c91,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-09-25,3123.68,3123.68,Paid,0
9bf68246-020b-4bbd-a7d9-a3a9b4189bb0,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-10-25,3123.68,3123.68,Paid,0
c8e3768c-5550-4cf2-815f-4426a2b02fb3,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-11-24,3123.68,3123.68,Paid,0
e8cb1a0d-088d-4d92-ac94-3de32790b1ad,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2024-12-24,3123.68,3123.68,Paid,0
361114a0-84db-4437-8166-76bed71cb20d,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2025-01-23,3123.68,3123.68,Paid,0
d418946f-c067-4348-9880-5e6b52b3f4cd,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2025-02-22,3123.68,3123.68,Paid,0
6b966479-55ba-49ef-a91d-f085fb6c00c5,a216e0a3-d418-4d59-bbc4-34af6e8152f4,2025-03-24,3123.68,3123.68,Late,15
cec4e3fe-2020-4dd5-b7e8-37919293eb49,3d369098-1737-4278-94c5-d6862b410b56,2024-09-30,6490.26,6490.26,Paid,0
266f2616-31c5-4dcd-9443-f390e1832039,3d369098-1737-4278-94c5-d6862b410b56,2024-10-30,6490.26,3245.13,Late,5
f614f6f5-19de-4b5b-8dee-adf5a20142b1,3d369098-1737-4278-94c5-d6862b410b56,2024-11-29,6490.26,6490.26,Paid,0
6cb23a93-10e6-47cf-8bd2-4a353306e2bd,3d369098-1737-4278-94c5-d6862b410b56,2024-12-29,6490.26,6490.26,Paid,0
6ee9d0c6-c9cd-4f3b-b8f3-d5143d30a173,3d369098-1737-4278-94c5-d6862b410b56,2025-01-28,6490.26,6490.26,Paid,0
20421998-c785-4646-9632-d6de68d8dec6,3d369098-1737-4278-94c5-d6862b410b56,2025-02-27,6490.26,6490.26,Paid,0
bec09972-2ef2-4b54-bb2a-7ad373f42025,3d369098-1737-4278-94c5-d6862b410b56,2025-03-29,6490.26,6490.26,Late,8
35dd2d21-cc9b-4df3-a931-b7780600bb1e,3d369098-1737-4278-94c5-d6862b410b56,2025-04-28,6490.26,6490.26,Late,23
26413ef9-ac7c-4d35-83f1-553a73269528,3d369098-1737-4278-94c5-d6862b410b56,2025-05-28,6490.26,0.0,Defaulted,55
fe842a66-f06c-4453-9856-04b993bce531,3d369098-1737-4278-94c5-d6862b410b56,2025-06-27,6490.26,6490.26,Paid,0
362a5a22-b06a-4190-8c9f-c6a96c904d05,3d369098-1737-4278-94c5-d6862b410b56,2025-07-27,6490.26,3245.13,Late,12
60ae32d0-41c7-4c04-b66d-492341a5ac6c,3d369098-1737-4278-94c5-d6862b410b56,2025-08-26,6490.26,6490.26,Paid,0
b2219fcc-2260-4d73-9f09-fc0f10bbadbd,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-06-18,351.67,351.67,Paid,0
292875fb-4032-401b-afd3-1feca6b85c4e,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-07-18,351.67,351.67,Paid,0
27c645e5-f163-46e4-88d4-2bfff0755883,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-08-17,351.67,351.67,Paid,0
a5a6ae3d-d5f1-4365-a42d-dfe09ef4f73c,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-09-16,351.67,351.67,Paid,0
dc5738e4-7b20-4003-bcee-9bada242d023,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-10-16,351.67,0.0,Defaulted,79
7396f47b-10f4-40a1-8f77-1ba2ce5f94fa,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-11-15,351.67,351.67,Paid,0
40317c3e-4519-4fec-b546-09e59e3d419b,132a3005-56dd-4ee8-8ec4-acafa20e1937,2024-12-15,351.67,351.67,Paid,0
c8fdac2d-3200-484a-969c-bbf38d49e972,132a3005-56dd-4ee8-8ec4-acafa20e1937,2025-01-14,351.67,351.67,Paid,0
741db271-3f37-44c1-8f74-ccd8142f10cf,132a3005-56dd-4ee8-8ec4-acafa20e1937,2025-02-13,351.67,351.67,Paid,0
a2eaa2cd-eca6-475d-a1ac-76e30df152e3,132a3005-56dd-4ee8-8ec4-acafa20e1937,2025-03-15,351.67,351.67,Paid,0
9cb16bdc-cfd0-4b11-96fd-fe48068ff746,132a3005-56dd-4ee8-8ec4-acafa20e1937,2025-04-14,351.67,351.67,Paid,0
824cf395-322f-4782-a775-917212ed83cb,132a3005-56dd-4ee8-8ec4-acafa20e1937,2025-05-14,351.67,351.67,Paid,0
b8da0448-8dcb-4eb5-819b-305796427863,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-03-31,5093.61,5093.61,Paid,0
f5a412f6-527b-40cc-a52d-f1965a0c5d9b,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-04-30,5093.61,5093.61,Paid,0
ba9b5a18-1db6-4ad4-9cee-6e8bd9eb3d9b,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-05-30,5093.61,5093.61,Paid,0
c04dc8e1-106f-4bef-85ef-16a32c24facd,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-06-29,5093.61,5093.61,Late,7
2c8bec3a-b8bd-45e8-9e57-41a0ca1eea6f,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-07-29,5093.61,5093.61,Paid,0
de2ddb88-3af7-43b7-9ab1-4e445b6366a0,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-08-28,5093.61,5093.61,Late,25
1bcb2fb8-2d68-4b35-b05d-4842684cb310,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-09-27,5093.61,5093.61,Paid,0
8b8a5e3e-61c3-4996-9a9c-6384ff3bb0a0,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-10-27,5093.61,5093.61,Paid,0
a766e24d-d647-4a39-8cb8-ef296211a6b8,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-11-26,5093.61,5093.61,Paid,0
fe7721a3-0236-49ad-a3b4-2f1a69c9a2d5,6724f097-9f3b-44de-bb45-e9619fa0946f,2024-12-26,5093.61,0.0,Defaulted,71
82e8f427-a6c4-4936-b2e2-8838b11550a8,6724f097-9f3b-44de-bb45-e9619fa0946f,2025-01-25,5093.61,0.0,Defaulted,46
6858d90c-f5a5-4b9a-90b9-87717406d87e,6724f097-9f3b-44de-bb45-e9619fa0946f,2025-02-24,5093.61,5093.61,Paid,0
a5f9f19b-80b9-4435-ba04-81fd5d6a6ba2,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-06-09,2772.22,2772.22,Paid,0
42096f38-4aa9-4c48-9fcc-128161164181,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-07-09,2772.22,2772.22,Late,19
092ad7f0-3d19-4117-b71f-81f7ef3bb178,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-08-08,2772.22,2772.22,Paid,0
18ead527-d2a3-41d4-87cd-725bf66c77f1,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-09-07,2772.22,2772.22,Paid,0
17f395d8-b85f-4e1b-8e1a-131c5c78362c,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-10-07,2772.22,2772.22,Late,5
7725d114-8d86-4a6b-ba22-ed202056b0f2,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-11-06,2772.22,2772.22,Paid,0
bf726178-a225-4058-b45b-c1fe5aa0a7c2,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2024-12-06,2772.22,2772.22,Paid,0
bb7aa78d-95b6-4551-ad87-fcd688b064d9,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2025-01-05,2772.22,2772.22,Paid,0
6d286904-d9a0-46b1-96ac-820a515dab27,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2025-02-04,2772.22,2772.22,Paid,0
a791df65-e413-4543-b03b-ffd24b3fa092,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2025-03-06,2772.22,2772.22,Late,3
ff21c149-451a-4901-a6ab-4fe3439126e4,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2025-04-05,2772.22,2772.22,Paid,0
c120c8ff-bec0-450b-b90d-c7c480a78034,40c04754-2dcc-4d3f-a4eb-8eefcdab1ef5,2025-05-05,2772.22,2772.22,Paid,0
b7fc5137-a4f0-4f06-8a12-4f6bdda17946,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-05-26,5697.1,5697.1,Paid,0
54d235ce-1831-4497-9644-28db5eb7a5a7,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-06-25,5697.1,5697.1,Paid,0
0e222ab7-f8f8-4008-9ce6-61344c107738,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-07-25,5697.1,5697.1,Paid,0
98328d9a-e7bb-43d7-9c6c-6a17d983ad58,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-08-24,5697.1,2848.55,Late,28
aa41d3b3-a636-4de2-8f8f-ff2af4d6b8f2,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-09-23,5697.1,5697.1,Paid,0
41a04452-ebfe-4975-ab48-e30726a1542f,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-10-23,5697.1,5697.1,Paid,0
1f5a92fd-d9ef-4cf7-9f95-f55fce2063b4,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-11-22,5697.1,5697.1,Paid,0
b8c59001-cb7c-42b4-b410-cc04e7cefaac,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2024-12-22,5697.1,5697.1,Paid,0
048aeeac-9ba5-453b-80a4-d526959e0b75,167d1c6e-c7c3-47b5-bbe2-dabe170b56db,2025-01-21,5697.1,5697.1,Paid,0
